0.051,142.9
0.052,139.2
0.053,138.9
0.054,137.6
0.055,136.1
0.056,136.3
0.057,135.5
0.058,137.8
0.059,136.9
0.06,138.4
0.061,134.9
0.062,137.4
0.063,119.5
0.064,118.9
0.065,118.7
0.066,118.9
0.067,119.6
0.068,121.0
0.069,118.5
0.07,119.5
0.071,119.3
0.072,118.9
0.073,118.6
0.074,118.2
0.075,119.4
0.076,120.3
0.077,119.1
0.078,117.6
0.079,120.0
0.08,119.2
0.081,119.0
0.082,119.3
0.083,118.9
0.084,119.7
0.085,120.8
0.086,119.5
0.087,117.3
0.088,118.7
0.089,119.8
0.09,118.7
0.091,118.2
0.092,118.1
0.093,119.9
0.094,121.0
0.095,117.5
0.096,119.4
0.097,118.3
0.098,119.2
0.099,119.4
0.1,116.9
