0.051,49.4
0.052,46.3
0.053,47.3
0.054,47.4
0.055,50.7
0.056,47.3
0.057,45.6
0.058,48.3
0.059,45.7
0.06,47.5
0.061,46.0
0.062,47.1
0.063,52.5
0.064,54.9
0.065,53.5
0.066,54.1
0.067,51.0
0.068,50.4
0.069,50.0
0.07,51.3
0.071,50.2
0.072,52.9
0.073,52.1
0.074,54.5
0.075,55.0
0.076,53.6
0.077,54.5
0.078,52.7
0.079,52.0
0.08,52.0
0.081,52.4
0.082,53.0
0.083,52.2
0.084,52.4
0.085,54.6
0.086,51.6
0.087,52.1
0.088,52.8
0.089,54.7
0.09,53.6
0.091,56.0
0.092,52.4
0.093,53.0
0.094,53.7
0.095,52.6
0.096,54.0
0.097,52.3
0.098,51.5
0.099,52.7
0.1,56.3
