0.051,49.0
0.052,47.0
0.053,48.3
0.054,47.1
0.055,47.0
0.056,48.4
0.057,45.1
0.058,48.4
0.059,47.3
0.06,46.3
0.061,46.9
0.062,49.0
0.063,49.0
0.064,54.6
0.065,51.9
0.066,53.2
0.067,48.7
0.068,49.2
0.069,51.4
0.07,52.9
0.071,50.6
0.072,48.9
0.073,52.1
0.074,52.2
0.075,48.7
0.076,50.4
0.077,49.2
0.078,47.9
0.079,52.1
0.08,47.1
0.081,49.7
0.082,50.6
0.083,50.8
0.084,50.0
0.085,50.4
0.086,52.7
0.087,49.5
0.088,51.4
0.089,52.9
0.09,49.3
0.091,50.7
0.092,50.9
0.093,49.3
0.094,49.9
0.095,52.7
0.096,50.4
0.097,51.4
0.098,51.0
0.099,53.9
0.1,51.3
