0.051,419.9
0.052,434.7
0.053,429.3
0.054,430.9
0.055,400.2
0.056,424.4
0.057,425.1
0.058,408.4
0.059,421.9
0.06,412.1
0.061,414.8
0.062,443.3
0.063,290.2
0.064,288.4
0.065,282.7
0.066,287.5
0.067,284.2
0.068,292.0
0.069,295.9
0.07,290.9
0.071,290.5
0.072,290.2
0.073,292.2
0.074,287.6
0.075,314.2
0.076,306.1
0.077,301.4
0.078,292.8
0.079,295.0
0.08,296.4
0.081,293.0
0.082,296.4
0.083,308.2
0.084,296.1
0.085,285.2
0.086,293.4
0.087,289.1
0.088,299.0
0.089,293.1
0.09,300.5
0.091,298.3
0.092,289.7
0.093,290.5
0.094,296.1
0.095,296.7
0.096,291.6
0.097,295.0
0.098,294.7
0.099,292.9
0.1,298.4
