0.051,101.1
0.052,97.0
0.053,100.3
0.054,99.6
0.055,98.5
0.056,94.9
0.057,99.2
0.058,100.2
0.059,97.2
0.06,96.8
0.061,96.0
0.062,99.4
0.063,97.4
0.064,100.3
0.065,101.2
0.066,100.3
0.067,101.5
0.068,99.5
0.069,106.8
0.07,102.3
0.071,100.7
0.072,108.6
0.073,98.6
0.074,101.7
0.075,101.2
0.076,104.6
0.077,102.1
0.078,104.3
0.079,106.9
0.08,104.2
0.081,106.1
0.082,103.7
0.083,102.5
0.084,102.6
0.085,104.7
0.086,102.7
0.087,98.0
0.088,107.7
0.089,101.4
0.09,106.9
0.091,109.5
0.092,110.0
0.093,111.6
0.094,115.6
0.095,108.5
0.096,102.4
0.097,109.4
0.098,107.7
0.099,105.1
0.1,104.0
