0.051,174.0
0.052,160.4
0.053,156.1
0.054,160.6
0.055,158.3
0.056,153.8
0.057,154.4
0.058,152.1
0.059,149.9
0.06,160.7
0.061,157.7
0.062,157.9
0.063,131.6
0.064,130.9
0.065,131.1
0.066,129.9
0.067,129.8
0.068,132.0
0.069,130.8
0.07,127.4
0.071,128.0
0.072,129.7
0.073,127.8
0.074,130.7
0.075,129.1
0.076,130.3
0.077,130.1
0.078,128.3
0.079,129.0
0.08,129.9
0.081,128.5
0.082,126.6
0.083,130.9
0.084,128.7
0.085,130.4
0.086,128.0
0.087,127.5
0.088,127.5
0.089,125.6
0.09,127.5
0.091,130.2
0.092,129.3
0.093,129.0
0.094,129.6
0.095,130.9
0.096,130.4
0.097,128.8
0.098,130.0
0.099,129.1
0.1,130.8
