0.051,80.0
0.052,72.4
0.053,71.6
0.054,70.1
0.055,72.1
0.056,70.1
0.057,70.4
0.058,69.3
0.059,69.1
0.06,70.8
0.061,70.6
0.062,69.8
0.063,57.5
0.064,56.8
0.065,59.7
0.066,57.6
0.067,57.4
0.068,56.9
0.069,57.6
0.07,57.4
0.071,57.0
0.072,57.4
0.073,57.8
0.074,56.9
0.075,56.7
0.076,57.7
0.077,57.2
0.078,57.3
0.079,57.4
0.08,56.9
0.081,57.5
0.082,57.5
0.083,57.6
0.084,57.3
0.085,57.4
0.086,57.5
0.087,57.7
0.088,57.2
0.089,56.8
0.09,57.6
0.091,57.7
0.092,57.0
0.093,57.3
0.094,58.5
0.095,57.2
0.096,57.5
0.097,57.9
0.098,56.6
0.099,58.8
0.1,57.9
