0.051,111.9
0.052,99.2
0.053,98.0
0.054,94.4
0.055,97.2
0.056,86.8
0.057,89.8
0.058,94.7
0.059,111.8
0.06,91.9
0.061,96.7
0.062,91.0
0.063,67.0
0.064,66.1
0.065,66.0
0.066,67.4
0.067,66.0
0.068,67.2
0.069,63.8
0.07,64.3
0.071,67.0
0.072,63.9
0.073,67.6
0.074,64.6
0.075,67.2
0.076,66.0
0.077,67.3
0.078,66.6
0.079,62.6
0.08,63.9
0.081,67.1
0.082,64.6
0.083,66.5
0.084,65.2
0.085,65.4
0.086,67.4
0.087,67.5
0.088,67.1
0.089,67.7
0.09,65.0
0.091,63.8
0.092,68.7
0.093,68.6
0.094,66.6
0.095,67.4
0.096,66.5
0.097,65.9
0.098,66.7
0.099,67.1
0.1,64.0
