0.051,326.5
0.052,324.4
0.053,319.5
0.054,308.3
0.055,296.3
0.056,306.6
0.057,309.3
0.058,306.1
0.059,314.7
0.06,303.2
0.061,298.8
0.062,300.3
0.063,262.8
0.064,266.1
0.065,272.9
0.066,263.5
0.067,268.3
0.068,261.1
0.069,261.3
0.07,264.3
0.071,267.2
0.072,269.9
0.073,266.5
0.074,264.0
0.075,272.5
0.076,265.9
0.077,269.0
0.078,265.6
0.079,268.8
0.08,265.2
0.081,269.4
0.082,268.8
0.083,263.3
0.084,269.9
0.085,265.1
0.086,286.5
0.087,269.0
0.088,268.9
0.089,265.7
0.09,263.2
0.091,265.5
0.092,267.2
0.093,274.3
0.094,260.2
0.095,262.9
0.096,265.3
0.097,268.8
0.098,264.4
0.099,263.8
0.1,265.4
