0.051,81.7
0.052,59.8
0.053,71.8
0.054,60.4
0.055,64.6
0.056,60.5
0.057,59.2
0.058,57.9
0.059,64.9
0.06,61.5
0.061,63.2
0.062,67.3
0.063,38.8
0.064,42.2
0.065,47.7
0.066,43.9
0.067,43.3
0.068,44.4
0.069,42.2
0.07,41.3
0.071,43.2
0.072,41.8
0.073,41.4
0.074,45.8
0.075,43.4
0.076,43.5
0.077,40.7
0.078,42.1
0.079,42.5
0.08,45.4
0.081,42.2
0.082,43.4
0.083,43.5
0.084,43.2
0.085,43.5
0.086,44.7
0.087,43.9
0.088,42.9
0.089,42.5
0.09,44.9
0.091,41.8
0.092,42.9
0.093,41.3
0.094,41.1
0.095,42.0
0.096,41.5
0.097,44.5
0.098,43.6
0.099,43.4
0.1,40.1
