0.051,239.6
0.052,210.1
0.053,216.9
0.054,197.9
0.055,209.2
0.056,204.0
0.057,203.2
0.058,196.7
0.059,199.7
0.06,200.7
0.061,194.2
0.062,206.8
0.063,214.0
0.064,216.3
0.065,202.9
0.066,214.0
0.067,213.2
0.068,206.9
0.069,217.9
0.07,220.8
0.071,208.9
0.072,215.9
0.073,208.0
0.074,219.5
0.075,215.4
0.076,217.6
0.077,216.9
0.078,220.4
0.079,243.0
0.08,227.2
0.081,229.1
0.082,224.1
0.083,224.1
0.084,224.6
0.085,215.8
0.086,221.2
0.087,215.5
0.088,220.3
0.089,198.4
0.09,210.5
0.091,230.2
0.092,215.3
0.093,217.0
0.094,214.3
0.095,207.4
0.096,208.6
0.097,217.9
0.098,215.5
0.099,206.9
0.1,208.4
