0.051,288.2
0.052,293.5
0.053,316.1
0.054,285.9
0.055,282.4
0.056,280.9
0.057,298.7
0.058,300.1
0.059,308.4
0.06,298.5
0.061,289.5
0.062,287.7
0.063,256.4
0.064,256.8
0.065,254.2
0.066,264.0
0.067,259.5
0.068,258.6
0.069,258.6
0.07,258.5
0.071,256.3
0.072,260.2
0.073,259.1
0.074,283.6
0.075,260.2
0.076,259.2
0.077,257.6
0.078,258.0
0.079,262.4
0.08,255.3
0.081,270.0
0.082,281.1
0.083,258.8
0.084,258.5
0.085,259.8
0.086,259.4
0.087,256.9
0.088,263.8
0.089,259.5
0.09,283.4
0.091,256.9
0.092,263.6
0.093,259.2
0.094,261.3
0.095,262.3
0.096,261.7
0.097,263.4
0.098,255.4
0.099,278.0
0.1,258.1
