0.051,132.5
0.052,109.9
0.053,112.3
0.054,104.2
0.055,114.1
0.056,119.8
0.057,108.4
0.058,111.2
0.059,110.6
0.06,115.4
0.061,109.1
0.062,103.9
0.063,73.4
0.064,73.8
0.065,76.0
0.066,75.5
0.067,78.3
0.068,71.1
0.069,78.0
0.07,78.5
0.071,74.2
0.072,77.2
0.073,74.7
0.074,76.2
0.075,75.0
0.076,77.2
0.077,80.8
0.078,75.2
0.079,75.8
0.08,75.2
0.081,75.5
0.082,79.8
0.083,75.8
0.084,74.5
0.085,74.9
0.086,80.1
0.087,73.7
0.088,76.1
0.089,79.0
0.09,79.5
0.091,75.8
0.092,77.8
0.093,75.6
0.094,76.9
0.095,76.9
0.096,75.1
0.097,80.0
0.098,76.1
0.099,75.4
0.1,81.8
