0.051,105.2
0.052,111.3
0.053,103.3
0.054,101.4
0.055,105.8
0.056,103.6
0.057,106.3
0.058,97.5
0.059,102.1
0.06,101.6
0.061,98.3
0.062,100.4
0.063,104.9
0.064,116.8
0.065,108.9
0.066,113.1
0.067,116.8
0.068,106.4
0.069,108.2
0.07,109.0
0.071,111.8
0.072,105.5
0.073,106.8
0.074,114.1
0.075,109.7
0.076,107.5
0.077,106.3
0.078,109.0
0.079,111.7
0.08,111.5
0.081,110.5
0.082,108.6
0.083,111.1
0.084,111.4
0.085,105.6
0.086,108.1
0.087,114.7
0.088,111.6
0.089,111.8
0.09,111.6
0.091,111.5
0.092,109.2
0.093,114.8
0.094,113.6
0.095,112.4
0.096,111.5
0.097,115.9
0.098,112.1
0.099,112.8
0.1,107.4
