0.051,96.0
0.052,64.5
0.053,52.2
0.054,49.5
0.055,61.6
0.056,50.0
0.057,54.3
0.058,50.8
0.059,50.8
0.06,49.7
0.061,48.3
0.062,45.5
0.063,56.5
0.064,53.7
0.065,52.7
0.066,54.0
0.067,52.2
0.068,53.7
0.069,54.1
0.07,53.7
0.071,53.8
0.072,53.4
0.073,51.4
0.074,53.1
0.075,52.7
0.076,55.5
0.077,55.7
0.078,58.4
0.079,58.3
0.08,56.0
0.081,54.0
0.082,56.0
0.083,57.6
0.084,54.2
0.085,53.5
0.086,57.7
0.087,52.0
0.088,54.1
0.089,57.7
0.09,54.8
0.091,51.8
0.092,56.1
0.093,55.5
0.094,54.5
0.095,56.0
0.096,55.4
0.097,54.2
0.098,53.7
0.099,55.1
0.1,52.5
