0.051,219.7
0.052,204.5
0.053,210.2
0.054,203.3
0.055,211.1
0.056,216.7
0.057,196.9
0.058,200.6
0.059,204.3
0.06,210.6
0.061,198.0
0.062,207.7
0.063,217.9
0.064,232.7
0.065,221.3
0.066,227.4
0.067,216.1
0.068,219.8
0.069,220.7
0.07,230.1
0.071,217.9
0.072,234.1
0.073,222.8
0.074,215.6
0.075,237.8
0.076,226.0
0.077,223.7
0.078,222.1
0.079,235.6
0.08,220.2
0.081,221.2
0.082,238.2
0.083,226.3
0.084,238.2
0.085,221.2
0.086,236.8
0.087,231.4
0.088,223.2
0.089,234.6
0.09,246.1
0.091,229.2
0.092,227.7
0.093,233.1
0.094,216.8
0.095,222.1
0.096,214.5
0.097,233.0
0.098,234.1
0.099,223.4
0.1,223.8
